"","grade","male","raceeth","preschool","expectBachelors","motherHS","motherBachelors","motherWork","fatherHS","fatherBachelors","fatherWork","selfBornUS","motherBornUS","fatherBornUS","englishAtHome","computerForSchoolwork","read30MinsADay","minutesPerWeekEnglish","studentsInEnglish","schoolHasLibrary","publicSchool","urban","schoolSize","readingScore"
"389",10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,275,30,1,1,1,2080,579.82
"390",10,0,"White",1,1,1,0,1,0,0,1,1,1,1,1,0,0,275,25,1,1,0,362,532.07
"392",10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,366,641.55
"393",10,0,"White",1,0,0,0,0,0,0,1,1,1,1,1,1,0,450,20,1,1,0,1387,543.19
"395",9,0,"Black",0,0,1,0,0,1,0,0,1,1,1,1,0,0,60,15,1,1,0,100,376.77
"396",10,1,"Native Hawaiian/Other Pacific Islander",1,1,1,0,0,1,0,1,1,0,0,1,1,0,275,30,1,1,0,2340,607.08
"397",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,1610,399.04
"398",9,1,"Hispanic",1,0,1,1,0,1,1,1,0,0,1,0,1,0,225,24,1,1,0,2878,501.26
"399",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,225,20,1,1,0,149,421.89
"400",11,1,"Black",1,1,1,1,0,1,1,0,1,1,1,1,1,0,285,15,1,1,1,914,386.94
"403",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,220,20,1,1,0,2098,700.09
"404",10,0,"Hispanic",0,1,1,0,1,1,1,0,1,0,1,0,1,0,300,25,1,1,1,3164,532.15
"405",9,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,0,0,480,15,1,1,0,434,575.44
"407",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,120,25,1,0,1,1212,544.79
"408",10,0,"Hispanic",0,1,1,0,0,1,0,1,1,1,1,1,1,1,300,30,1,1,1,2942,704.14
"409",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,20,1,1,0,1382,638.36
"411",10,0,"White",1,1,1,1,1,1,1,1,1,1,0,1,1,1,360,20,1,1,0,2361,544.15
"412",10,0,"More than one race",1,1,1,0,1,1,0,0,1,1,1,1,0,0,180,30,1,1,0,1380,441.11
"413",10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,0,0,480,23,1,1,0,434,557.21
"416",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,20,1,1,0,276,551.22
"418",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,765,22,1,1,0,1610,561.38
"419",9,1,"Hispanic",0,1,1,0,1,1,0,1,1,1,1,1,1,0,225,20,1,1,1,2532,377.4
"421",11,1,"Black",1,1,1,0,1,1,0,1,1,1,1,1,0,0,285,28,1,1,1,914,454.84
"423",10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,250,28,1,1,0,3009,487.11
"424",10,0,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,1,235,28,1,1,0,1828,509.91
"425",11,1,"Hispanic",1,1,1,0,1,1,0,1,1,0,0,1,1,0,360,30,1,1,1,2886,537.57
"426",10,0,"White",1,1,0,0,1,1,0,1,1,1,1,1,1,0,250,20,1,1,0,400,396.31
"427",10,1,"White",0,0,1,1,1,1,0,1,1,1,1,1,1,0,300,25,1,1,0,434,545.99
"428",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,20,1,1,0,366,600.34
"431",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,210,30,1,1,0,774,526.91
"432",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,0,1,1,250,25,1,1,1,1276,401.53
"433",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,30,1,1,0,1680,687.14
"434",10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,1,225,30,1,1,0,358,516.82
"435",10,1,"Hispanic",1,1,0,0,0,0,0,1,1,0,0,0,1,0,270,25,1,1,0,1489,483.06
"436",9,0,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,0,250,25,1,1,0,1375,530.08
"438",10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,285,30,1,1,1,2966,608.68
"439",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,24,1,1,0,850,519.13
"443",10,1,"Black",1,1,1,0,1,1,0,0,1,1,1,1,1,0,275,27,1,1,0,762,527.31
"444",10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,1,270,22,0,1,0,227,528.81
"445",10,1,"Native Hawaiian/Other Pacific Islander",1,1,1,0,0,1,0,1,1,0,1,1,1,0,300,30,1,1,1,2255,566.27
"446",9,0,"Hispanic",0,1,1,0,1,1,0,1,1,0,0,1,1,1,300,30,1,1,1,3261,499.74
"447",9,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,25,1,1,0,276,347.82
"448",11,1,"Black",1,1,1,0,1,1,0,0,1,1,1,1,1,1,270,30,1,1,1,2999,538.61
"449",10,0,"White",0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,30,1,1,0,1317,542.56
"452",11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,450,20,1,1,0,987,667.68
"453",11,0,"Hispanic",0,1,0,0,0,0,0,0,0,0,0,1,1,1,360,29,1,1,1,1408,537.55
"454",10,0,"White",1,1,1,0,1,1,0,0,1,1,1,1,1,0,225,30,1,1,0,1233,446.59
"455",10,1,"White",0,1,1,1,1,1,0,1,1,1,1,1,0,1,300,20,1,1,0,434,565.87
"457",10,1,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,0,250,30,1,1,0,854,532.84
"458",11,1,"Hispanic",0,1,1,0,1,1,1,1,1,1,1,1,1,1,60,28,1,1,1,2162,563.39
"459",10,1,"Hispanic",1,1,1,0,0,1,0,1,1,1,1,1,1,0,225,30,1,1,1,2004,415
"461",11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,30,0,0,1,308,586.49
"462",10,1,"White",1,0,1,0,1,1,1,1,1,1,1,1,1,0,250,25,1,1,1,1046,430.95
"463",10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,180,23,1,1,1,914,434.36
"464",10,1,"Black",1,1,1,0,0,1,0,1,1,1,1,1,0,0,450,20,1,1,0,1173,509.35
"465",10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,225,27,1,1,0,1610,565.83
"466",11,0,"White",1,0,1,1,1,1,1,0,1,1,1,1,1,0,275,20,1,1,0,316,557.49
"467",10,0,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,440,22,1,1,0,507,374.78
"469",10,1,"White",1,1,1,1,1,1,1,0,1,1,1,1,1,0,200,24,1,1,0,1680,560.34
"470",11,0,"White",0,1,0,0,0,0,0,1,1,1,1,1,0,0,270,40,1,1,0,979,482.02
"474",10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,1,225,16,1,1,0,247,587.6
"475",10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,180,18,1,1,0,612,679.99
"476",10,1,"White",1,1,1,1,1,1,1,1,1,0,1,1,1,0,270,25,1,1,1,2999,496.85
"478",11,1,"White",1,0,1,0,0,1,0,1,1,1,1,1,1,1,270,30,1,1,1,1046,554.17
"479",10,1,"Black",1,1,1,1,1,1,0,0,1,1,1,1,1,0,275,22,1,1,0,507,421.09
"481",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,225,30,1,0,0,1064,615.81
"482",10,1,"White",1,0,1,0,0,1,1,1,1,1,1,1,1,1,300,23,1,1,0,316,487.95
"483",10,1,"White",1,0,1,0,0,1,0,1,1,1,1,1,1,0,250,30,1,1,1,1095,573.89
"485",11,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,50,25,1,1,1,1046,494.97
"486",10,1,"White",1,1,1,1,1,1,1,1,1,1,0,1,1,0,300,25,1,1,0,1913,603.07
"487",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,270,25,1,1,0,1489,656.3
"488",10,0,"White",1,0,1,1,1,1,1,1,1,1,1,1,0,1,30,10,1,1,0,276,334.11
"489",11,1,"Hispanic",0,1,0,0,1,0,0,1,1,0,0,0,1,0,55,27,1,1,1,2149,477.77
"491",9,1,"Hispanic",1,0,1,0,1,1,0,1,0,0,0,0,1,0,45,20,1,1,1,1062,411.71
"493",9,1,"Hispanic",1,0,0,0,0,1,0,1,1,1,1,1,0,0,50,15,1,1,0,400,333.63
"494",10,1,"Hispanic",0,0,1,0,0,1,0,1,1,1,1,0,1,0,45,30,1,1,1,3592,447.62
"496",10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,270,35,1,1,1,2966,507.99
"498",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,35,1,1,1,2004,621.2
"500",10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,250,20,1,1,0,850,585.83
"501",10,0,"Hispanic",0,1,1,0,1,1,0,1,1,1,1,1,1,1,275,20,1,1,0,1382,508.95
"502",10,0,"Black",1,1,1,1,1,1,0,1,1,1,1,1,1,1,250,15,0,1,0,868,340.7
"504",10,1,"White",0,1,1,1,0,1,1,1,1,1,1,1,1,1,210,25,1,1,0,632,608.6
"506",11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,210,22,1,1,0,774,614.13
"507",10,1,"Hispanic",0,1,0,0,1,0,0,1,0,0,0,0,1,0,275,25,1,1,1,2144,412.51
"508",9,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,315,33,1,1,0,361,411.8
"510",10,0,"White",0,1,0,0,0,0,0,1,1,1,1,1,1,1,250,24,1,1,1,1723,577.75
"511",11,1,"More than one race",0,1,1,0,0,1,0,1,1,1,1,1,1,1,270,35,1,1,1,1411,536.05
"512",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,0,1,55,62,1,1,0,421,458.19
"517",11,0,"Hispanic",1,1,0,0,0,0,0,0,1,0,0,0,1,1,1200,28,1,1,1,2646,387.57
"518",9,0,"Black",0,1,1,0,1,0,0,1,1,1,1,1,0,1,45,20,1,1,0,762,379.55
"519",11,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,264,15,1,1,0,2402,438.48
"521",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,20,1,1,0,1327,536.93
"524",10,1,"White",1,0,1,0,1,0,0,1,1,1,1,1,1,0,400,25,1,1,0,712,459.57
"525",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,180,20,1,1,0,887,598.48
"526",10,0,"Asian",0,1,0,0,0,1,0,1,0,0,0,0,1,1,235,25,1,1,0,1828,541.05
"530",11,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,250,30,1,1,1,1046,617.26
"531",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,270,15,1,1,0,389,695.58
"532",10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,50,20,1,1,0,868,455.17
"534",11,0,"Black",1,1,1,1,1,1,1,1,1,0,0,1,1,0,135,20,1,1,0,2710,436.9
"536",11,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,200,16,1,1,0,1680,584.39
"537",10,1,"Asian",1,0,0,0,0,1,0,1,1,0,0,0,1,1,270,33,1,1,1,3201,453.72
"540",10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,450,22,1,1,0,1079,344.59
"541",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,1,325,26,1,1,0,898,576.21
"543",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,200,20,1,1,1,1900,553.2
"544",11,0,"Black",1,1,1,1,1,1,0,0,1,1,1,1,1,1,30,9,1,1,0,1848,485.92
"545",10,1,"White",1,1,1,0,1,1,0,1,1,0,0,1,1,0,280,36,1,1,1,2646,541.1
"546",10,0,"Hispanic",0,1,1,0,0,1,0,1,1,1,1,1,1,0,300,25,1,1,0,1900,522.06
"547",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,240,20,1,1,0,1087,656.08
"548",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,20,1,1,1,2080,594.11
"549",11,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,300,13,1,1,0,1848,565.36
"550",10,0,"Hispanic",1,1,0,1,1,0,0,0,1,1,1,1,1,0,45,18,1,1,1,3138,365.17
"552",10,0,"Black",1,0,1,1,0,1,0,1,1,1,1,1,1,1,50,17,1,1,0,762,448.1
"554",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,300,1,1,1,0,636,621.76
"555",10,1,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,0,240,18,1,1,0,247,527.39
"556",10,1,"Hispanic",0,1,1,0,1,1,0,1,1,0,1,1,1,1,275,32,1,1,0,2041,622.71
"557",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,30,1,1,0,2878,713.67
"558",10,0,"Native Hawaiian/Other Pacific Islander",1,1,1,0,1,1,0,1,1,0,0,0,1,0,365,25,1,1,0,2183,477.97
"559",10,0,"Hispanic",0,1,1,1,0,1,0,0,1,0,0,0,1,1,360,28,1,1,1,2886,685.07
"561",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,30,1,1,0,1692,585.53
"562",10,0,"White",0,1,1,0,1,1,1,1,1,1,1,1,1,1,300,25,1,1,0,316,495.69
"563",11,0,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,30,1,1,0,930,509.99
"564",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,270,24,1,1,0,979,546.39
"565",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,215,15,1,1,0,774,512.8
"566",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,205,30,1,1,0,2098,592.97
"567",10,1,"White",0,1,1,1,1,1,1,0,1,1,1,1,0,0,200,29,1,1,0,632,558.58
"569",10,1,"White",1,1,1,1,1,1,0,0,1,1,1,1,1,0,250,15,1,1,0,2000,448.75
"571",10,1,"Hispanic",1,0,1,1,0,1,0,1,1,1,1,1,1,0,240,30,1,0,1,575,412.67
"572",10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,275,23,1,1,0,3009,419.81
"574",9,1,"Black",1,1,1,1,1,1,1,1,1,0,0,1,1,0,200,20,1,1,0,1733,451.95
"575",10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,450,25,1,1,0,930,577.9
"576",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,450,25,1,1,0,1295,517.85
"579",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,25,1,1,0,1250,580.13
"580",10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,1,225,15,1,1,0,1250,596.09
"582",10,1,"Hispanic",1,1,1,1,1,1,0,1,1,1,1,1,1,1,200,20,1,0,1,398,534.85
"587",10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,180,25,1,1,1,2966,574.61
"589",11,1,"Black",0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,20,1,1,0,1387,473.92
"590",10,0,"White",1,1,1,0,0,1,1,0,1,1,1,1,1,0,285,37,1,1,1,1734,419.42
"592",10,0,"Hispanic",1,1,1,1,1,1,0,1,1,1,1,1,1,0,360,30,1,1,0,1900,402.98
"593",10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,25,1,1,0,1317,444.9
"594",9,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,275,28,1,1,0,1526,456.28
"597",10,1,"Hispanic",0,1,1,1,1,1,1,1,0,0,0,0,1,0,240,30,1,1,1,2886,566.27
"599",10,0,"Hispanic",1,1,1,0,1,1,0,1,1,1,0,1,1,0,360,30,1,1,1,2886,539.62
"600",10,1,"Hispanic",1,0,1,0,1,1,0,1,1,1,1,1,1,0,50,23,1,1,0,400,358
"601",10,0,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,275,30,1,1,0,1064,572.98
"602",11,1,"Hispanic",0,1,0,0,1,0,0,1,1,0,0,0,1,1,80,34,1,1,1,2942,517.69
"603",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,30,1,1,0,1233,549.15
"604",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,300,28,1,1,0,898,531.72
"605",10,1,"Hispanic",0,0,0,0,1,0,0,1,1,0,0,0,1,0,300,20,1,1,0,1900,282
"607",10,0,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,276,445.64
"608",10,0,"Black",1,1,1,1,0,1,1,1,1,1,1,1,0,0,275,25,1,1,0,400,411.32
"612",11,1,"Asian",1,0,1,1,1,1,1,0,1,0,0,1,1,0,270,35,1,1,1,2085,419
"615",10,1,"White",1,0,0,0,1,1,0,1,0,0,0,0,1,0,250,20,1,1,0,846,323.04
"616",11,0,"Hispanic",1,1,1,1,1,1,1,1,1,0,1,1,1,0,225,20,1,1,0,774,501.25
"617",10,1,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,1,300,24,1,1,0,434,626.16
"621",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,350,32,1,1,0,1295,470.35
"622",9,1,"Hispanic",1,1,1,0,0,1,0,1,1,0,0,0,0,0,600,30,1,1,1,1763,367.14
"623",10,1,"Hispanic",1,1,1,0,0,0,0,1,1,0,0,0,1,0,300,30,1,1,0,1900,557.05
"625",10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,264,30,1,1,0,2402,414.27
"626",10,1,"More than one race",1,1,1,0,1,1,1,1,1,1,1,1,1,0,258,31,1,1,0,1812,575.25
"627",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,15,1,0,1,915,560.82
"628",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,16,1,1,0,400,671.33
"629",10,0,"Hispanic",1,1,1,0,0,1,0,0,1,1,1,1,0,1,315,20,1,1,0,400,497.12
"633",10,0,"Black",0,1,1,0,1,1,0,1,1,1,1,1,1,1,250,30,1,1,1,1723,464.39
"634",11,1,"Hispanic",0,1,1,0,1,1,1,1,1,0,0,0,1,0,200,25,1,0,1,398,543.82
"635",10,0,"Asian",1,1,1,1,1,1,1,1,1,0,0,1,1,0,250,30,1,1,0,2878,601.26
"637",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,232,21,1,1,0,2710,452.63
"638",9,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,360,30,1,1,1,2886,358.1
"640",11,0,"Hispanic",1,1,1,1,0,1,0,1,1,0,1,1,1,1,275,30,1,1,0,2041,571.71
"644",11,1,"White",1,1,1,0,0,0,0,0,1,1,1,1,1,1,270,23,1,1,0,1273,557.61
"645",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,360,30,1,1,0,1295,517.37
"646",10,0,"White",1,1,1,1,1,1,0,0,1,1,1,1,0,1,225,21,1,1,1,2004,624.3
"647",10,1,"White",1,1,1,1,1,1,1,0,1,1,1,1,1,0,200,25,1,1,0,987,509.83
"648",10,0,"White",1,1,0,0,0,1,0,1,1,1,1,1,0,0,250,28,1,1,0,1848,473.92
"650",10,0,"White",1,1,1,0,1,0,0,1,1,1,1,1,1,0,250,28,1,1,0,868,553.68
"651",10,1,"White",0,0,1,0,0,0,0,1,1,1,1,1,1,0,650,25,1,1,0,865,421.65
"652",10,0,"Hispanic",1,1,1,0,1,1,1,1,0,0,0,1,1,1,255,25,1,1,0,1680,607.14
"655",10,0,"Black",1,1,1,1,1,0,0,1,1,1,1,1,1,1,250,25,1,1,0,1848,451.44
"656",10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,225,40,1,1,0,149,462.56
"658",11,1,"More than one race",1,1,1,1,0,1,1,1,1,1,1,1,1,1,232,22,1,1,0,2710,606.76
"659",10,0,"White",0,1,1,0,0,0,0,1,1,1,1,1,0,0,225,20,1,1,0,926,448.58
"661",10,1,"White",0,1,1,0,1,0,0,1,1,1,0,1,1,0,450,17,1,1,0,865,611.41
"662",11,1,"White",0,1,1,0,1,1,0,0,1,1,1,1,1,0,300,40,1,1,1,2162,657.98
"664",10,1,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,0,225,25,1,1,0,1610,622.31
"669",11,0,"Black",1,1,1,1,1,1,1,1,1,1,1,1,1,1,90,25,1,1,1,1411,440.32
"671",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,230,25,1,1,0,1897,592.05
"672",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,25,1,1,0,2098,470.9
"673",10,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,1,300,25,1,1,1,1046,481.39
"674",11,0,"White",0,1,1,1,1,1,0,1,1,1,1,1,1,1,210,12,1,1,0,774,611.43
"675",11,1,"More than one race",0,1,1,0,1,1,1,1,1,1,1,1,1,0,135,13,1,1,0,509,488.67
"676",10,1,"White",1,0,1,1,1,1,0,1,1,1,1,1,1,0,240,30,1,1,1,2966,476.72
"677",10,0,"White",1,1,1,0,0,1,0,0,1,1,1,1,1,0,240,26,1,1,0,247,489.41
"678",10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,1,350,30,1,1,0,1233,423.24
"679",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,450,20,1,1,0,987,646.76
"683",9,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,1,250,26,1,0,1,308,678.24
"685",11,0,"White",1,0,1,0,0,0,0,0,1,1,1,1,1,0,300,30,1,1,0,1250,592.6
"686",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,270,20,1,1,0,1680,593.77
"687",10,1,"Asian",1,1,1,0,0,1,0,1,1,0,0,0,1,1,270,30,1,1,0,1680,565.39
"688",11,0,"Black",1,0,1,0,1,1,0,1,1,0,0,1,1,1,225,12,1,1,1,673,596.34
"690",10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,210,22,1,1,0,1680,513
"691",10,0,"White",0,0,1,0,0,1,0,1,1,1,1,1,1,0,180,20,1,1,0,887,422.28
"692",10,0,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,0,300,40,1,1,0,1692,572.11
"693",9,1,"Hispanic",0,0,0,0,1,0,0,1,1,0,0,0,1,0,750,22,1,1,1,3164,386.14
"696",10,0,"More than one race",1,1,1,1,1,1,0,0,1,1,1,1,1,1,300,30,1,1,1,2255,599.75
"697",10,1,"White",1,1,1,0,0,1,1,1,1,1,1,1,1,0,225,23,1,1,0,1610,630.65
"698",11,0,"Asian",1,1,1,1,1,1,1,1,1,0,0,1,1,1,275,25,1,1,0,2000,695.32
"701",10,0,"Asian",1,1,1,1,1,1,1,1,1,0,1,1,1,1,225,20,1,1,0,612,648.05
"702",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,250,20,1,1,0,854,526.43
"703",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,20,1,1,0,868,493.94
"705",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,290,20,1,1,0,926,536.36
"706",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,15,1,1,0,389,441.13
"707",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,30,1,1,1,2999,528.27
"708",10,0,"White",0,1,1,1,1,1,0,1,1,1,1,1,1,0,225,30,1,1,0,366,485.36
"709",10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,280,15,1,0,1,398,514.64
"710",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,25,1,1,0,1680,649.97
"711",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,56,30,1,1,0,227,470.79
"713",11,1,"White",1,1,1,0,0,1,1,1,1,1,1,1,1,0,55,30,1,1,0,1610,371.47
"716",9,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,8,1,1,0,421,364.37
"718",10,1,"White",0,1,1,0,1,1,0,0,1,0,0,1,1,1,285,21,1,0,1,570,515.61
"721",9,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,26,1,1,0,507,530.44
"722",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,21,1,1,0,1680,376.19
"724",10,0,"Black",1,1,1,1,1,1,1,1,1,1,1,1,1,1,225,25,1,1,1,2532,540.41
"725",10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,450,22,1,1,0,1750,578.23
"726",9,1,"Hispanic",0,0,1,0,1,0,0,1,1,1,0,1,1,0,225,20,1,1,0,2878,315.91
"727",10,1,"White",1,0,1,0,1,1,1,1,1,1,1,1,1,0,220,13,1,1,0,2098,546.95
"728",10,0,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,360,25,1,1,0,1295,464.71
"730",9,1,"Hispanic",1,1,1,1,1,0,0,1,1,0,0,1,1,1,225,35,1,0,1,570,460.13
"731",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,15,1,1,0,850,527.94
"732",10,0,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,40,1,1,1,3592,458.91
"734",11,0,"White",1,1,1,0,0,1,1,1,1,0,1,1,1,0,270,27,1,1,1,2966,518.01
"735",11,1,"White",0,1,0,0,0,0,0,0,1,1,1,1,0,0,225,15,1,1,0,366,591.28
"736",11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,25,1,1,1,2162,619.1
"738",11,1,"White",1,1,1,0,1,1,0,0,1,1,1,1,1,0,240,21,1,1,0,247,572.04
"739",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,20,1,1,0,1526,657.74
"740",10,0,"Hispanic",1,1,0,0,0,0,0,1,0,0,0,0,1,0,250,20,1,1,1,3000,475.51
"741",10,1,"White",0,0,1,0,0,1,0,1,1,1,1,1,0,1,225,20,1,1,1,2004,551.68
"742",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,240,22,1,1,0,636,566.59
"744",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,9,1,0,1,366,523.3
"745",10,1,"Hispanic",1,1,1,1,1,1,1,0,1,0,1,0,1,0,210,30,1,1,0,996,537.01
"747",11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,160,20,1,0,1,1212,552.16
"749",11,0,"Black",1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,30,1,1,1,1392,560.59
"750",10,0,"Black",1,1,1,0,1,1,1,0,1,1,1,1,1,0,270,30,1,1,0,2402,455.97
"751",10,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,150,40,1,1,1,2942,522.9
"752",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,160,20,1,0,1,1212,663.84
"753",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,450,25,1,1,0,930,512
"755",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,320,18,1,0,1,575,577.43
"756",10,0,"White",1,1,1,0,1,1,0,1,1,0,1,1,1,1,225,20,1,1,0,1327,462.32
"757",10,1,"White",1,0,1,0,0,1,0,1,1,1,1,1,1,0,225,20,1,1,0,149,338.04
"758",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,1,600,26,1,1,0,987,622.07
